,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
193810,     34.02,     57.26,     44.49,     87.01,     89.04,    584.17,     29.32,     38.16,     78.92,     24.69
193811,     35.68,     60.97,     49.13,     85.56,     98.00,    604.94,     31.63,     40.29,     95.27,     27.57
193812,     34.61,     59.51,     48.22,     86.51,     93.56,    608.78,     31.58,     40.65,     87.85,     27.46
193901,     35.30,     60.68,     50.79,     90.44,     95.96,    615.27,     31.75,     40.78,     91.06,     28.92
193902,     34.53,     55.62,     46.00,     84.65,     88.74,    626.39,     30.70,     40.37,     91.81,     26.37
193903,     35.24,     58.82,     47.27,     83.25,     91.12,    648.39,     32.41,     41.66,     99.22,     27.54
193904,     33.06,     48.42,     39.80,     76.19,     76.98,    625.03,     29.20,     39.63,     85.37,     23.43
193905,     33.42,     48.77,     39.22,     75.28,     74.86,    642.22,     29.04,     40.01,     87.66,     22.99
193906,     35.09,     51.84,     42.08,     76.68,     80.99,    677.84,     32.24,     41.98,     92.81,     24.94
193907,     34.25,     47.68,     39.08,     71.74,     75.14,    537.68,     30.97,     42.48,     89.43,     22.73
193908,     36.27,     56.05,     44.06,     73.75,     85.67,    572.67,     33.61,     43.77,    100.50,     25.39
193909,     33.45,     51.40,     41.10,     70.49,     78.58,    548.56,     30.93,     41.17,     93.80,     23.12
193910,     34.88,     63.55,     52.08,     88.36,     87.69,    553.99,     31.34,     43.86,     96.84,     29.10
193911,     35.91,     62.64,     50.69,     84.78,     86.90,    570.91,     33.11,     43.93,     98.57,     28.83
193912,     35.43,     59.76,     47.21,     78.82,     83.82,    576.31,     32.00,     44.25,     96.44,     27.12
194001,     36.35,     61.82,     48.83,     80.05,     86.39,    585.18,     32.68,     45.59,     98.74,     27.39
194002,     36.87,     59.45,     46.51,     78.20,     82.76,    584.48,     32.29,     44.75,     98.32,     26.62
194003,     37.04,     59.94,     47.57,     78.46,     82.16,    590.45,     32.88,     45.20,     96.45,     26.74
194004,     37.50,     62.16,     48.18,     79.77,     84.05,    589.75,     33.77,     45.83,     97.80,     27.30
194005,     38.35,     63.00,     48.44,     79.80,     82.76,    591.68,     33.60,     45.67,     96.04,     27.08
194006,     30.17,     45.63,     37.45,     59.43,     65.46,    507.92,     25.25,     35.71,     76.23,     20.41
194007,     31.35,     47.10,     37.93,     61.95,     66.68,    544.65,     27.17,     35.44,     87.63,     21.61
194008,     31.47,     49.88,     39.51,     63.77,     69.98,    555.37,     28.31,     35.24,     87.36,     22.45
194009,     31.75,     52.65,     40.22,     64.18,     72.10,    553.24,     28.92,     34.22,     85.83,     23.32
194010,     32.38,     54.24,     41.76,     62.60,     74.55,    554.85,     29.77,     35.58,     83.57,     23.92
194011,     31.80,     56.36,     43.37,     66.44,     76.30,    563.78,     29.75,     34.50,     86.37,     25.16
194012,     31.42,     56.03,     42.31,     67.57,     73.22,    566.84,     28.79,     33.64,     74.45,     24.82
194101,     31.38,     54.01,     42.48,     68.82,     72.61,    570.84,     28.67,     33.33,     75.37,     24.57
194102,     31.11,     49.02,     39.41,     68.65,     70.72,    558.85,     27.57,     32.58,     73.27,     24.12
194103,     30.15,     48.90,     38.36,     67.77,     70.36,    546.24,     26.64,     30.82,     71.95,     23.93
194104,     30.16,     47.99,     38.49,     70.15,     69.99,    548.37,     26.84,     31.15,     69.07,     24.18
194105,     28.80,     42.91,     36.22,     71.05,     63.78,    513.53,     25.33,     29.51,     62.13,     23.10
194106,     28.23,     42.13,     37.23,     74.08,     63.36,    515.48,     25.75,     28.83,     58.91,     22.94
194107,     29.65,     43.83,     38.73,     77.03,     67.52,    458.21,     26.91,     30.51,     57.03,     22.74
194108,     31.17,     45.54,     41.41,     85.33,     68.63,    456.41,     28.13,     32.94,     59.73,     24.54
194109,     31.27,     45.64,     40.82,     81.89,     69.02,    461.14,     28.60,     32.75,     58.05,     24.48
194110,     31.67,     47.44,     39.49,     81.20,     67.87,    455.78,     28.60,     32.62,     56.01,     23.68
194111,     29.31,     43.62,     36.81,     82.86,     60.96,    443.38,     27.07,     31.24,     50.28,     22.78
194112,     28.12,     40.95,     35.86,     83.80,     59.15,    425.21,     25.54,     30.11,     46.56,     22.09
194201,     26.78,     35.95,     35.74,     74.23,     58.53,    382.14,     22.78,     29.52,     42.70,     20.58
194202,     27.35,     38.19,     34.91,     72.96,     59.06,    376.92,     22.86,     28.47,     44.11,     22.50
194203,     25.70,     40.37,     33.81,     68.23,     57.48,    374.68,     22.24,     26.71,     42.67,     21.99
194204,     23.40,     40.87,     31.77,     62.48,     53.26,    342.16,     20.51,     25.17,     37.12,     19.82
194205,     22.32,     39.07,     30.26,     60.16,     51.28,    317.10,     19.23,     23.91,     35.55,     19.35
194206,     24.15,     42.44,     30.54,     63.39,     55.19,    341.50,     21.35,     27.22,     38.24,     19.92
194207,     25.19,     41.78,     31.27,     65.83,     56.97,    330.86,     21.87,     27.47,     38.66,     19.79
194208,     25.69,     42.60,     32.07,     69.63,     57.97,    345.68,     22.92,     27.78,     38.22,     21.00
194209,     25.77,     43.11,     32.24,     71.66,     58.24,    354.19,     23.12,     28.28,     38.27,     21.39
194210,     25.61,     44.15,     33.16,     73.21,     60.70,    354.90,     23.37,     28.30,     40.13,     21.95
194211,     26.66,     46.71,     35.31,     80.19,     64.46,    376.87,     23.48,     29.35,     45.93,     23.85
194212,     27.17,     46.09,     34.08,     81.44,     65.63,    386.56,     24.74,     29.64,     45.02,     22.96
194301,     28.24,     49.73,     35.60,     87.22,     68.88,    381.44,     25.20,     32.13,     46.60,     23.61
194302,     30.73,     52.33,     38.15,     92.74,     75.60,    395.86,     26.90,     32.80,     53.19,     25.21
194303,     31.69,     55.80,     40.04,     99.61,     78.01,    430.65,     27.54,     33.84,     57.10,     27.48
194304,     32.93,     58.50,     42.28,    108.32,     83.28,    426.79,     29.78,     35.29,     59.40,     30.06
194305,     33.15,     58.80,     41.61,    109.29,     84.22,    444.53,     30.25,     35.66,     61.53,     30.69
194306,     35.19,     62.16,     43.60,    114.61,     89.29,    464.77,     32.38,     37.33,     64.02,     32.49
194307,     35.61,     64.17,     43.79,    114.04,     88.91,    470.68,     34.09,     37.63,     66.36,     32.14
194308,     34.84,     57.93,     40.75,    110.61,     82.33,    469.83,     32.98,     36.27,     65.77,     30.39
194309,     35.04,     59.47,     40.77,    111.24,     82.55,    474.04,     34.02,     36.21,     66.76,     30.72
194310,     35.64,     60.39,     41.68,    114.90,     86.32,    474.18,     34.60,     37.58,     68.84,     31.21
194311,     35.44,     59.70,     41.27,    114.85,     83.34,    477.63,     33.73,     37.64,     69.08,     30.83
194312,     33.57,     55.98,     38.22,    105.59,     77.73,    469.04,     31.88,     35.98,     63.07,     28.36
194401,     35.44,     60.33,     40.18,    115.13,     83.29,    477.12,     33.87,     37.27,     67.39,     30.48
194402,     36.72,     60.93,     40.91,    115.76,     83.81,    481.20,     34.08,     37.25,     66.90,     32.00
194403,     36.37,     62.47,     40.52,    115.33,     81.81,    485.35,     34.24,     36.09,     67.69,     32.56
194404,     37.24,     65.36,     41.27,    117.32,     84.39,    482.31,     34.88,     36.90,     68.50,     33.23
194405,     36.40,     64.57,     40.37,    115.62,     82.75,    479.56,     34.43,     35.90,     70.17,     32.40
194406,     38.17,     68.98,     42.37,    120.17,     85.50,    493.06,     36.04,     37.76,     71.33,     33.59
194407,     40.02,     75.59,     43.95,    124.39,     85.12,    505.95,     37.76,     38.71,     67.49,     34.86
194408,     39.76,     71.86,     43.04,    122.66,     83.54,    504.07,     37.69,     38.11,     67.38,     34.51
194409,     40.63,     74.04,     43.68,    119.54,     85.00,    507.33,     39.15,     38.21,     69.44,     34.53
194410,     40.69,     74.41,     43.78,    117.75,     83.99,    502.01,     39.72,     38.31,     68.17,     34.65
194411,     40.56,     72.36,     43.59,    119.83,     84.66,    505.75,     39.86,     38.58,     68.71,     34.84
194412,     40.81,     73.20,     43.55,    121.00,     85.69,    509.05,     40.63,     38.52,     68.12,     36.15
194501,     41.49,     77.28,     45.12,    126.90,     89.04,    506.01,     41.27,     39.11,     69.93,     38.89
194502,     42.44,     78.33,     46.35,    133.04,     89.62,    495.31,     41.25,     39.22,     73.63,     39.05
194503,     43.96,     83.59,     49.33,    142.24,     95.35,    509.31,     42.90,     40.70,     77.91,     41.98
194504,     42.47,     78.45,     46.80,    134.49,     91.18,    502.04,     42.18,     39.88,     75.06,     40.33
194505,     45.37,     87.18,     50.69,    143.65,     98.50,    514.65,     45.11,     42.29,     82.30,     43.86
194506,     46.25,     87.16,     50.79,    141.24,    100.07,    533.91,     47.76,     43.84,     83.43,     44.82
194507,     45.33,     85.43,     50.79,    137.63,     91.09,    556.59,     45.07,     42.93,     86.86,     45.99
194508,     44.56,     84.58,     49.23,    132.93,     89.51,    568.73,     44.98,     42.12,     86.34,     43.39
194509,     47.85,     91.85,     53.29,    135.21,     98.04,    578.52,     48.46,     45.80,     86.82,     44.35
194510,     51.09,     94.28,     56.43,    137.66,    100.89,    582.55,     51.05,     48.71,     92.31,     46.90
194511,     54.43,     94.46,     57.65,    148.89,    101.65,    596.27,     54.04,     51.79,     97.65,     49.88
194512,     56.16,     96.18,     60.00,    159.53,    104.15,    616.23,     57.43,     55.94,    101.87,     53.95
194601,     56.72,     98.52,     60.85,    158.83,    106.18,    612.28,     59.21,     56.72,    100.65,     53.79
194602,     59.56,    105.09,     65.67,    158.57,    113.00,    623.97,     65.60,     61.01,    111.30,     57.67
194603,     56.51,     95.00,     61.40,    150.54,    104.51,    606.25,     62.60,     58.17,    104.60,     54.00
194604,     59.95,     95.86,     64.74,    167.00,    106.26,    606.52,     69.59,     66.55,    110.77,     56.20
194605,     61.92,     97.21,     67.48,    181.53,    108.02,    616.18,     74.42,     76.20,    115.24,     57.13
194606,     63.79,    103.14,     70.57,    186.85,    113.40,    633.46,     75.60,     80.19,    118.23,     58.82
194607,     60.51,     93.83,     67.50,    176.79,    104.99,    650.58,     68.20,     72.08,    106.53,     57.73
194608,     59.90,     89.37,     65.23,    176.40,    101.47,    650.07,     66.81,     69.62,    102.43,     54.74
194609,     56.55,     79.62,     60.54,    165.74,     94.30,    604.45,     63.31,     67.05,     96.56,     50.86
194610,     50.34,     67.71,     54.08,    152.14,     84.59,    568.74,     59.22,     62.20,     87.69,     43.33
194611,     50.35,     65.46,     52.97,    150.92,     83.88,    539.56,     57.78,     61.90,     88.55,     43.08
194612,     49.38,     64.17,     53.41,    150.45,     81.88,    549.00,     54.31,     62.43,     88.82,     42.81
194701,     50.91,     68.00,     56.62,    156.30,     85.01,    562.59,     55.98,     66.71,     94.01,     43.63
194702,     50.85,     75.40,     57.06,    155.15,     89.55,    568.40,     56.19,     63.03,     93.62,     43.74
194703,     50.47,     75.80,     56.32,    150.18,     87.50,    556.63,     55.62,     60.13,     92.37,     42.99
194704,     49.13,     73.67,     55.25,    153.44,     84.98,    537.70,     54.18,     59.19,     89.57,     41.30
194705,     45.66,     70.66,     51.99,    152.52,     80.48,    536.52,     49.71,     53.97,     85.77,     38.68
194706,     45.22,     68.35,     50.55,    154.50,     80.05,    530.51,     49.28,     52.25,     83.20,     37.81
194707,     46.00,     71.59,     52.72,    164.47,     77.68,    519.91,     51.47,     55.77,     77.02,     37.33
194708,     47.98,     75.29,     54.66,    170.51,     82.53,    524.11,     53.72,     57.07,     78.58,     39.51
194709,     47.07,     73.93,     53.76,    165.72,     78.88,    525.88,     51.51,     54.62,     78.45,     38.07
194710,     47.01,     73.96,     53.87,    160.95,     79.20,    523.30,     49.86,     53.03,     78.50,     37.49
194711,     47.47,     76.09,     55.53,    169.18,     80.51,    524.41,     51.27,     53.54,     78.22,     37.79
194712,     46.28,     73.15,     54.27,    165.96,     79.73,    510.78,     49.49,     51.58,     71.87,     36.65
194801,     46.27,     74.51,     55.22,    180.62,     80.88,    505.95,     49.25,     52.96,     72.41,     37.71
194802,     44.83,     70.52,     52.91,    167.01,     76.38,    506.48,     47.50,     48.42,     71.96,     37.30
194803,     41.85,     65.88,     49.71,    161.05,     73.17,    500.98,     45.34,     46.45,     69.15,     35.60
194804,     43.82,     70.48,     54.27,    176.60,     80.75,    503.37,     48.15,     49.22,     73.31,     38.83
194805,     44.24,     71.28,     55.56,    195.64,     80.21,    516.72,     50.43,     50.15,     74.13,     40.06
194806,     46.24,     80.72,     59.56,    206.41,     90.25,    529.44,     54.53,     53.29,     78.05,     42.48
194807,     44.86,     76.69,     58.00,    212.17,     84.90,    542.11,     53.10,     51.99,     75.18,     40.98
194808,     43.94,     73.32,     55.03,    196.73,     79.26,    533.15,     48.89,     49.66,     71.71,     38.89
194809,     43.68,     73.12,     54.92,    191.36,     81.48,    533.34,     49.83,     48.46,     71.48,     39.29
194810,     41.69,     70.10,     53.15,    182.45,     78.27,    524.43,     49.15,     46.79,     70.50,     37.70
194811,     42.99,     75.64,     56.63,    198.42,     83.57,    530.23,     51.07,     49.09,     73.00,     39.43
194812,     39.96,     64.95,     50.09,    172.71,     75.53,    519.18,     47.41,     45.80,     66.03,     34.93
194901,     39.96,     66.80,     51.67,    179.82,     79.32,    517.13,     47.75,     47.62,     67.47,     35.49
194902,     41.22,     68.42,     51.76,    172.68,     78.22,    510.60,     48.17,     49.67,     70.38,     35.52
194903,     40.16,     64.71,     49.51,    164.24,     74.76,    509.00,     46.67,     48.94,     70.57,     34.18
194904,     41.18,     66.73,     51.03,    173.61,     78.47,    508.24,     48.51,     51.44,     72.76,     35.48
194905,     40.34,     63.89,     49.15,    174.70,     75.50,    499.90,     47.56,     51.44,     73.37,     34.90
194906,     39.94,     60.87,     47.11,    163.88,     71.31,    488.94,     47.36,     50.20,     72.60,     33.71
194907,     40.05,     60.82,     46.28,    154.76,     68.87,    454.98,     47.82,     51.13,     72.41,     32.72
194908,     41.88,     66.55,     48.97,    164.22,     73.61,    465.95,     50.16,     54.08,     75.61,     34.04
194909,     43.31,     66.89,     49.55,    171.77,     73.84,    470.38,     50.56,     53.90,     78.04,     34.31
194910,     44.29,     68.47,     51.28,    176.87,     76.06,    468.86,     51.54,     54.70,     80.74,     35.26
194911,     44.78,     73.47,     53.43,    183.25,     78.87,    477.67,     51.79,     56.42,     81.47,     36.04
194912,     45.21,     73.59,     54.30,    175.04,     81.57,    485.54,     52.36,     58.60,     83.74,     36.14
195001,     47.26,     79.27,     57.41,    176.03,     87.82,    485.96,     55.34,     63.48,     86.04,     38.44
195002,     47.70,     80.72,     58.47,    174.70,     91.78,    494.98,     55.44,     64.03,     88.87,     39.59
195003,     47.70,     82.14,     59.18,    172.01,     94.63,    498.14,     56.32,     64.95,     90.75,     39.79
195004,     47.17,     83.51,     59.38,    179.98,     96.25,    513.60,     56.01,     62.86,     90.64,     39.24
195005,     47.07,     92.31,     63.68,    185.48,    102.93,    525.78,     55.66,     66.21,     91.17,     39.77
195006,     47.81,     96.84,     66.95,    201.34,    102.88,    536.02,     57.09,     68.50,     92.40,     40.01
195007,     44.63,     91.52,     62.81,    185.49,     94.86,    565.36,     54.54,     65.87,     85.86,     36.06
195008,     44.67,     89.00,     64.08,    201.64,     92.06,    557.87,     53.91,     61.15,     81.10,     38.67
195009,     46.15,     94.00,     67.39,    208.11,     96.49,    572.00,     55.88,     63.08,     83.38,     39.31
195010,     48.11,    101.64,     70.17,    215.18,    100.69,    561.15,     60.38,     66.75,     86.65,     41.65
195011,     47.72,    102.23,     70.39,    215.61,     99.14,    562.33,     60.79,     65.38,     85.65,     40.89
195012,     47.29,     96.75,     73.24,    222.72,    100.54,    560.86,     60.74,     67.77,     84.16,     41.99
195101,     48.37,     97.79,     77.64,    241.59,    103.28,    562.84,     61.90,     71.57,     86.74,     46.40
195102,     50.39,    106.79,     82.26,    256.27,    111.22,    573.42,     63.99,     73.63,     90.75,     49.31
195103,     50.61,    107.86,     82.74,    256.72,    111.91,    596.86,     65.55,     74.44,     93.09,     48.87
195104,     48.92,    108.93,     79.91,    250.31,    110.01,    581.94,     63.96,     75.47,     91.28,     47.07
195105,     49.22,    112.64,     85.27,    277.23,    113.31,    586.88,     64.04,     83.18,     91.14,     48.76
195106,     48.29,    104.75,     82.79,    266.04,    109.79,    584.32,     62.84,     84.21,     90.70,     46.83
195107,     46.77,     95.98,     80.56,    270.43,    112.07,    639.01,     61.96,     82.77,     87.51,     43.75
195108,     48.21,     98.94,     87.26,    301.05,    118.77,    656.87,     63.63,     94.48,     91.85,     46.90
195109,     49.58,    103.99,     91.05,    314.74,    125.31,    674.15,     64.91,     92.90,     93.28,     48.23
195110,     49.09,    106.61,     90.96,    312.04,    128.80,    664.50,     66.78,     90.98,     94.07,     49.76
195111,     47.42,    104.36,     87.08,    315.12,    121.21,    657.33,     64.58,     85.41,     95.33,     47.87
195112,     46.95,    104.64,     86.52,    308.42,    123.18,    659.31,     64.81,     84.50,     96.45,     48.42
195201,     47.60,    107.00,     90.02,    322.59,    128.44,    656.57,     64.35,     88.50,     99.12,     49.08
195202,     47.75,    105.74,     89.62,    343.61,    126.03,    657.72,     63.79,     88.99,    101.68,     50.64
195203,     46.44,    104.41,     85.52,    328.79,    121.31,    653.51,     61.04,     84.92,    101.93,     49.86
195204,     47.25,    112.94,     87.79,    357.15,    126.35,    652.33,     62.34,     84.97,    103.72,     52.40
195205,     45.58,    109.51,     81.78,    329.57,    121.82,    647.48,     61.05,     80.18,    101.43,     50.55
195206,     46.24,    112.14,     84.67,    337.85,    125.04,    654.04,     62.30,     81.87,    104.03,     51.65
195207,     46.73,    116.27,     88.68,    354.93,    125.73,    752.53,     62.50,     82.27,    116.19,     53.87
195208,     46.94,    119.16,     90.50,    351.03,    127.62,    754.35,     63.59,     78.50,    118.19,     54.40
195209,     47.08,    119.83,     88.35,    338.08,    127.00,    760.91,     62.98,     77.72,    120.02,     54.05
195210,     45.49,    118.77,     86.19,    323.28,    127.24,    747.41,     62.31,     73.02,    119.84,     53.06
195211,     44.84,    120.10,     84.94,    324.17,    125.67,    754.28,     61.50,     71.90,    119.86,     52.05
195212,     47.13,    126.11,     91.37,    327.02,    136.34,    783.67,     63.64,     76.69,    125.59,     55.37
195301,     47.57,    134.77,     93.41,    341.60,    139.11,    780.79,     64.03,     74.90,    127.26,     57.10
195302,     48.44,    134.27,     93.97,    331.19,    136.15,    898.69,     65.11,     70.90,    127.98,     57.59
195303,     49.32,    130.84,     92.31,    328.90,    138.46,    894.69,     64.61,     72.07,    127.98,     57.09
195304,     48.26,    124.98,     90.53,    326.81,    136.40,    878.37,     64.06,     71.60,    127.62,     55.98
195305,     48.05,    122.49,     88.17,    309.76,    135.07,    869.21,     63.37,     68.84,    123.12,     54.99
195306,     47.86,    120.67,     87.76,    312.06,    136.09,    872.24,     64.00,     68.48,    122.52,     55.42
195307,     48.44,    117.58,     85.46,    313.72,    128.55,    875.95,     61.81,     64.15,    119.32,     53.51
195308,     49.86,    118.38,     87.51,    325.93,    131.36,    884.19,     62.90,     66.43,    122.89,     54.16
195309,     48.04,    109.07,     82.64,    301.37,    125.02,    876.68,     61.69,     66.16,    121.92,     50.18
195310,     47.84,    109.06,     83.30,    295.32,    127.96,    879.53,     61.52,     66.19,    123.17,     49.46
195311,     48.11,    117.46,     88.36,    311.64,    136.97,    891.64,     61.93,     67.82,    128.32,     51.18
195312,     47.97,    116.10,     91.07,    313.52,    142.59,    911.46,     63.34,     72.71,    131.52,     52.11
195401,     47.47,    114.54,     91.22,    314.53,    141.95,    903.48,     63.67,     71.32,    131.64,     50.50
195402,     49.38,    120.59,     95.28,    341.57,    151.74,    920.51,     65.64,     75.29,    135.56,     53.73
195403,     48.86,    120.83,     95.45,    347.67,    159.48,    944.09,     65.45,     74.80,    137.20,     54.21
195404,     49.32,    124.96,    100.10,    362.28,    172.04,    947.39,     65.49,     74.77,    140.55,     54.91
195405,     49.68,    131.85,    106.03,    384.43,    187.25,    966.11,     66.38,     75.52,    141.80,     56.40
195406,     50.59,    135.95,    110.01,    392.30,    186.37,    977.93,     67.84,     76.42,    145.05,     58.51
195407,     51.29,    140.48,    112.80,    373.68,    204.18,    922.42,     69.70,     76.60,    152.24,     58.30
195408,     54.46,    154.31,    118.51,    390.86,    204.25,    962.62,     72.52,     82.83,    160.02,     62.18
195409,     52.64,    147.30,    113.27,    388.80,    194.97,    947.58,     71.91,     80.32,    156.62,     60.44
195410,     54.40,    170.56,    120.83,    427.43,    208.11,    960.16,     75.21,     82.31,    159.09,     63.17
195411,     53.12,    169.25,    119.33,    425.45,    204.32,    952.04,     73.19,     80.83,    152.52,     63.32
195412,     56.02,    173.41,    134.30,    455.49,    231.01,    984.43,     78.68,     90.31,    160.47,     69.82
195501,     58.15,    185.92,    142.74,    484.62,    236.42,    987.71,     79.95,     95.54,    164.73,     75.94
195502,     58.78,    186.93,    142.88,    486.41,    246.20,    995.62,     81.21,     92.64,    166.63,     76.50
195503,     59.30,    183.15,    148.73,    494.41,    258.26,   1035.17,     81.81,     94.88,    172.13,     78.98
195504,     58.53,    183.13,    148.92,    492.83,    252.97,   1020.89,     80.40,    104.82,    170.14,     79.81
195505,     60.81,    193.51,    155.20,    500.52,    271.79,   1041.01,     81.76,    104.68,    173.84,     82.95
195506,     60.32,    189.44,    158.98,    493.40,    271.91,   1054.01,     83.75,    107.56,    172.85,     83.86
195507,     64.03,    220.01,    180.03,    546.51,    277.85,   1187.17,     87.56,    107.80,    178.63,     91.37
195508,     65.21,    261.40,    177.81,    571.00,    269.35,   1218.15,     89.22,    107.80,    184.73,     90.23
195509,     64.40,    250.53,    182.77,    570.13,    269.05,   1186.53,     90.19,    107.50,    184.15,     90.12
195510,     63.04,    276.77,    181.45,    573.90,    256.51,   1186.61,     93.07,    103.79,    178.57,     87.58
195511,     62.45,    263.28,    175.52,    567.68,    242.49,   1172.98,     90.61,    104.48,    176.18,     85.01
195512,     64.25,    286.72,    188.56,    610.42,    267.92,   1191.38,     96.68,    110.15,    181.30,     90.92
195601,     64.99,    279.02,    194.00,    632.75,    279.98,   1187.59,     95.48,    116.68,    180.40,     89.83
195602,     63.85,    260.62,    184.64,    635.01,    265.03,   1209.71,     92.15,    108.89,    179.28,     87.21
195603,     64.19,    272.62,    192.62,    659.63,    280.44,   1211.51,     94.21,    117.33,    181.84,     89.42
195604,     65.00,    283.69,    207.61,    734.71,    308.10,   1214.37,     94.34,    125.55,    188.04,     94.20
195605,     66.18,    268.95,    209.88,    761.13,    306.52,   1203.68,     92.49,    128.81,    183.37,     94.54
195606,     63.65,    254.25,    196.03,    707.90,    289.27,   1190.34,     87.72,    126.68,    181.18,     89.65
195607,     65.78,    327.47,    203.77,    721.29,    290.79,   1181.18,     92.76,    133.54,    188.17,     88.29
195608,     67.18,    342.37,    216.24,    773.53,    306.14,   1212.93,     97.03,    137.48,    197.47,     90.58
195609,     65.84,    341.00,    208.72,    728.48,    294.57,   1194.44,     93.87,    132.68,    191.73,     87.40
195610,     63.38,    337.81,    195.89,    697.96,    273.14,   1147.62,     89.33,    127.49,    183.68,     83.21
195611,     63.85,    333.14,    197.48,    700.07,    282.02,   1131.68,     90.47,    128.04,    185.00,     83.93
195612,     63.06,    317.96,    194.15,    731.64,    283.14,   1147.79,     87.96,    125.30,    184.89,     83.38
195701,     63.53,    320.53,    204.51,    773.99,    294.11,   1162.76,     86.98,    132.22,    187.53,     84.49
195702,     64.57,    304.83,    192.55,    740.94,    277.49,   1196.52,     85.68,    129.09,    191.82,     83.80
195703,     63.16,    296.37,    186.10,    719.64,    275.30,   1200.10,     84.32,    128.07,    190.36,     81.19
195704,     63.89,    302.76,    189.39,    742.04,    286.86,   1203.56,     85.86,    138.24,    192.85,     82.66
195705,     65.11,    330.47,    196.39,    792.56,    310.90,   1208.94,     85.89,    145.54,    198.45,     85.14
195706,     65.59,    335.09,    203.26,    848.23,    328.16,   1220.62,     87.65,    151.75,    201.95,     85.75
195707,     65.60,    325.63,    197.99,    821.62,    301.56,   1316.94,     84.20,    177.96,    197.59,     83.40
195708,     66.56,    336.22,    199.19,    828.54,    309.94,   1313.75,     86.47,    183.05,    196.87,     84.17
195709,     64.83,    323.59,    186.14,    776.74,    287.32,   1309.80,     83.58,    177.97,    190.92,     79.36
195710,     63.80,    300.29,    172.92,    714.38,    267.90,   1400.45,     84.62,    171.12,    186.78,     73.82
195711,     62.31,    287.16,    164.50,    671.33,    267.44,   1371.00,     81.14,    170.05,    184.85,     68.58
195712,     63.88,    267.18,    169.42,    682.27,    284.24,   1390.21,     81.87,    181.84,    191.92,     68.29
195801,     63.80,    244.86,    162.07,    634.06,    273.30,   1389.92,     80.02,    180.15,    196.03,     64.79
195802,     68.47,    258.26,    170.69,    643.20,    284.26,   1449.08,     86.75,    179.96,    207.63,     71.74
195803,     69.79,    251.24,    167.14,    608.95,    278.71,   1458.16,     88.37,    187.92,    209.39,     70.48
195804,     72.35,    257.76,    169.24,    656.73,    284.76,   1456.55,     91.71,    201.70,    212.63,     71.90
195805,     75.34,    268.69,    171.46,    689.88,    284.35,   1495.94,     94.22,    216.56,    222.78,     75.03
195806,     76.96,    282.77,    176.88,    695.61,    288.19,   1526.35,     97.13,    218.05,    225.09,     77.45
195807,     79.92,    314.08,    180.86,    741.84,    284.86,   1624.32,    100.89,    201.93,    234.49,     78.84
195808,     81.15,    343.41,    196.33,    745.75,    295.57,   1638.87,    102.54,    213.71,    236.44,     82.18
195809,     83.12,    338.93,    200.73,    755.56,    301.20,   1676.96,    107.86,    217.23,    233.08,     84.47
195810,     86.32,    373.67,    209.68,    779.90,    318.55,   1742.66,    111.89,    242.32,    240.27,     89.00
195811,     88.37,    380.45,    215.75,    788.84,    332.69,   1768.00,    113.00,    244.64,    249.95,     92.04
195812,     91.44,    392.23,    221.58,    798.88,    346.64,   1802.12,    118.97,    262.86,    256.19,     95.92
195901,     93.52,    404.06,    232.70,    808.43,    390.41,   2025.19,    125.35,    274.02,    270.56,     98.39
195902,     96.97,    403.21,    234.38,    811.67,    381.85,   2104.25,    131.95,    272.23,    273.24,    100.21
195903,     99.39,    394.00,    242.40,    746.68,    403.50,   2205.60,    136.50,    281.83,    275.70,    102.41
195904,     99.32,    390.86,    242.03,    762.22,    411.68,   2176.39,    133.92,    293.51,    279.23,    102.44
195905,    102.19,    428.94,    251.82,    774.63,    446.21,   2277.16,    135.70,    328.14,    275.39,    104.43
195906,    103.08,    451.84,    260.95,    762.11,    466.95,   2252.13,    138.82,    323.78,    271.40,    105.29
195907,    105.89,    462.78,    264.13,    797.84,    432.88,   2132.37,    148.36,    349.56,    265.08,    103.34
195908,    109.70,    500.07,    273.70,    836.48,    435.10,   2145.12,    151.01,    365.91,    274.55,    103.95
195909,    108.78,    512.26,    267.45,    804.86,    423.55,   2156.84,    151.65,    352.18,    277.24,    101.18
195910,    105.31,    490.15,    253.74,    748.83,    409.95,   2115.76,    148.18,    334.19,    264.23,     96.73
195911,    109.16,    484.65,    257.54,    756.41,    430.68,   2143.22,    149.09,    341.83,    265.83,     96.73
195912,    109.87,    480.61,    261.78,    746.82,    476.59,   2115.44,    151.86,    359.61,    265.80,     95.26
196001,    110.87,    508.51,    266.95,    777.90,    498.40,   2186.31,    155.62,    352.65,    270.58,     96.78
196002,    107.04,    450.60,    244.32,    718.69,    449.36,   2206.88,    146.25,    330.14,    264.25,     92.92
196003,    110.11,    437.36,    244.34,    688.40,    472.90,   2387.33,    151.59,    330.13,    270.65,     92.51
196004,    108.80,    414.03,    235.81,    682.37,    479.06,   2372.92,    151.60,    334.68,    274.35,     90.46
196005,    110.34,    405.30,    228.45,    652.58,    489.04,   2348.01,    150.87,    340.17,    277.35,     89.34
196006,    116.98,    399.22,    236.09,    624.13,    535.16,   2424.54,    155.24,    386.08,    280.45,     89.12
196007,    123.85,    403.77,    234.62,    652.74,    497.00,   2496.00,    154.78,    374.23,    309.16,     94.16
