,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
196008,    122.54,    400.90,    224.67,    656.66,    476.06,   2498.38,    151.53,    359.49,    304.53,     92.62
196009,    127.51,    410.27,    227.22,    677.26,    480.71,   2674.23,    155.62,    367.43,    319.82,     94.84
196010,    125.25,    388.33,    210.90,    670.37,    437.83,   2495.27,    142.35,    334.90,    304.39,     89.59
196011,    127.95,    383.32,    208.62,    685.33,    423.54,   2498.76,    142.34,    322.93,    302.62,     89.11
196012,    139.30,    377.29,    217.25,    702.04,    452.19,   2601.75,    151.43,    334.56,    312.71,     94.53
196101,    146.84,    376.06,    226.09,    739.14,    464.95,   2904.79,    154.65,    369.20,    331.98,     98.02
196102,    157.89,    407.32,    240.90,    809.97,    478.28,   3133.89,    158.60,    391.36,    347.20,    106.10
196103,    167.81,    421.90,    251.85,    824.96,    490.67,   3155.75,    165.89,    410.75,    358.82,    111.58
196104,    176.51,    438.17,    255.48,    851.35,    503.06,   3369.38,    175.30,    425.83,    364.10,    115.14
196105,    173.97,    432.75,    251.88,    891.57,    505.45,   3396.17,    175.99,    424.25,    369.99,    115.62
196106,    179.72,    436.44,    262.17,    885.94,    519.11,   3359.23,    184.19,    432.93,    378.02,    120.58
196107,    175.99,    422.91,    250.59,    853.25,    475.22,   3322.13,    179.73,    405.21,    361.12,    114.75
196108,    181.90,    452.38,    257.12,    872.35,    483.70,   3535.86,    183.73,    418.83,    370.76,    117.35
196109,    190.57,    466.19,    262.16,    866.83,    504.58,   3522.90,    189.14,    433.93,    383.48,    123.13
196110,    190.27,    491.83,    250.81,    810.90,    504.81,   3421.97,    189.96,    427.72,    387.99,    120.63
196111,    196.52,    492.72,    249.96,    862.05,    521.77,   3804.55,    206.76,    442.38,    407.58,    123.66
196112,    206.52,    534.93,    255.85,    913.12,    541.61,   4102.81,    216.42,    455.39,    420.25,    128.53
196201,    199.69,    546.05,    256.64,    947.60,    536.93,   4235.28,    215.50,    445.66,    401.64,    125.73
196202,    188.47,    539.68,    247.57,    962.66,    510.24,   3977.97,    196.40,    424.55,    390.34,    123.85
196203,    188.26,    528.07,    249.86,   1009.17,    509.29,   4116.05,    198.99,    439.63,    399.36,    125.42
196204,    185.81,    521.68,    250.35,   1008.86,    509.45,   3990.96,    200.57,    441.48,    406.37,    123.39
196205,    173.13,    497.99,    230.27,    991.92,    453.10,   3803.00,    192.96,    392.57,    394.19,    114.47
196206,    152.95,    469.16,    210.08,    953.25,    406.34,   3507.92,    174.75,    348.76,    354.33,    104.91
196207,    141.06,    432.15,    184.55,    806.82,    335.40,   2570.05,    153.11,    312.27,    341.88,     98.03
196208,    148.26,    468.56,    194.24,    844.97,    373.32,   2755.91,    159.37,    336.20,    366.37,    103.48
196209,    148.90,    482.91,    198.07,    853.88,    385.17,   2780.08,    165.62,    308.57,    376.63,    106.93
196210,    139.94,    468.90,    186.40,    838.47,    350.14,   2608.05,    154.51,    295.50,    365.05,    100.52
196211,    136.09,    478.65,    189.43,    832.98,    349.56,   2680.35,    152.03,    302.37,    359.97,    100.97
196212,    151.72,    503.85,    213.47,    915.95,    399.51,   2852.80,    168.23,    354.04,    385.95,    115.39
196301,    153.54,    518.27,    210.98,    958.47,    397.86,   2879.77,    168.10,    356.46,    398.33,    117.15
196302,    162.49,    550.20,    223.43,    981.76,    420.26,   2998.73,    174.37,    376.25,    418.23,    123.13
196303,    156.82,    530.24,    216.51,    963.15,    398.11,   2946.55,    174.16,    365.46,    410.75,    122.12
196304,    160.47,    569.53,    222.91,   1029.67,    408.13,   2999.74,    177.36,    369.28,    417.18,    126.09
196305,    164.11,    612.40,    233.33,   1111.99,    439.18,   3111.54,    188.59,    396.90,    426.04,    134.06
196306,    166.50,    654.29,    237.00,   1102.33,    461.67,   3069.61,    192.80,    394.83,    429.09,    138.36
196307,    101.39,    362.81,    151.78,    518.69,    181.92,   1695.59,     98.42,    317.96,    387.81,     78.67
196308,    101.16,    361.51,    149.70,    529.66,    180.64,   1691.71,     97.20,    319.46,    389.81,     78.09
196309,    106.44,    383.62,    158.65,    547.13,    189.48,   1753.10,    103.14,    348.90,    412.48,     82.09
196310,    104.78,    382.16,    157.44,    531.25,    189.66,   1792.33,    104.02,    334.34,    401.29,     79.83
196311,    107.85,    418.84,    161.44,    530.36,    205.36,   1853.22,    104.37,    345.32,    397.45,     80.92
196312,    106.57,    396.10,    161.97,    524.37,    204.28,   1919.70,    103.16,    338.18,    394.41,     81.00
196401,    109.29,    399.83,    165.87,    548.64,    210.28,   1914.37,    103.39,    342.80,    405.53,     82.98
196402,    110.02,    404.05,    170.43,    574.58,    216.37,   1978.53,    105.70,    355.28,    410.25,     83.92
196403,    112.41,    410.68,    175.01,    576.88,    220.11,   1961.33,    107.07,    360.00,    412.41,     88.36
196404,    115.59,    413.88,    181.67,    584.61,    227.36,   2031.53,    110.12,    352.54,    408.29,     90.48
196405,    115.37,    421.31,    179.40,    607.69,    220.74,   2047.95,    114.12,    347.21,    411.60,     90.84
196406,    117.17,    422.76,    182.30,    622.01,    226.22,   2027.69,    118.22,    347.94,    413.67,     92.67
196407,    113.24,    406.08,    177.45,    612.91,    209.67,   2047.62,    115.57,    359.11,    414.02,     92.28
196408,    115.15,    427.02,    179.87,    632.74,    205.85,   2006.95,    116.15,    375.93,    433.40,     93.20
196409,    114.79,    430.74,    178.16,    617.00,    199.65,   1964.52,    116.48,    358.79,    431.96,     90.20
196410,    116.44,    451.84,    186.73,    639.43,    201.75,   1941.45,    120.41,    368.13,    438.96,     93.45
196411,    116.10,    456.20,    187.40,    663.57,    199.71,   1924.18,    122.99,    378.44,    442.12,     95.22
196412,    116.82,    448.37,    185.93,    681.56,    201.46,   1869.56,    126.51,    384.99,    446.69,     93.13
196501,    116.81,    455.18,    184.81,    690.92,    202.38,   1924.47,    126.84,    401.04,    447.80,     91.46
196502,    124.25,    475.82,    195.30,    696.60,    217.43,   1929.70,    131.57,    431.46,    464.56,     95.74
196503,    126.03,    470.22,    200.02,    668.86,    225.97,   1932.82,    133.04,    440.56,    465.22,     98.66
196504,    124.73,    480.02,    198.02,    648.24,    224.65,   1897.57,    132.38,    435.99,    461.57,     98.12
196505,    129.86,    513.27,    206.46,    653.31,    236.16,   1941.26,    141.90,    448.57,    463.53,    101.00
196506,    128.21,    490.98,    204.71,    659.89,    236.63,   1983.09,    141.77,    441.63,    457.55,     99.22
196507,    120.10,    444.36,    182.32,    639.93,    210.33,   1775.51,    124.84,    416.07,    437.04,     92.97
196508,    121.92,    454.57,    185.97,    656.58,    219.22,   1768.74,    123.42,    432.12,    440.68,     96.26
196509,    126.87,    466.40,    193.00,    662.25,    232.97,   1781.04,    127.64,    457.86,    443.20,    101.05
196510,    127.56,    506.66,    200.86,    690.78,    245.06,   1797.77,    127.72,    467.73,    448.23,    102.92
196511,    130.82,    538.17,    210.03,    702.55,    257.81,   1756.67,    127.73,    482.40,    451.91,    105.91
196512,    132.99,    510.39,    212.46,    701.85,    265.96,   1668.56,    128.97,    498.39,    445.71,    109.60
196601,    134.83,    515.90,    219.68,    703.65,    263.22,   1651.52,    131.13,    528.98,    443.23,    113.85
196602,    138.23,    517.87,    227.55,    710.48,    266.72,   1629.97,    125.11,    542.81,    428.87,    120.34
196603,    137.06,    507.42,    225.39,    680.93,    279.50,   1625.81,    122.89,    532.84,    409.41,    122.49
196604,    133.88,    491.21,    221.46,    671.01,    276.72,   1544.02,    120.51,    523.73,    407.50,    118.73
196605,    135.22,    491.16,    228.07,    697.31,    299.55,   1563.40,    125.54,    523.19,    411.27,    122.49
196606,    128.64,    450.58,    214.87,    672.13,    280.74,   1503.97,    122.10,    494.03,    398.41,    112.70
196607,    120.75,    436.99,    206.36,    647.41,    268.04,   1476.25,    112.84,    496.67,    386.25,    113.59
196608,    119.16,    425.76,    203.41,    649.43,    264.94,   1458.96,    110.38,    487.79,    384.52,    112.11
196609,    109.95,    391.24,    186.33,    601.97,    248.41,   1379.79,    102.90,    446.51,    349.82,     98.70
196610,    107.98,    386.47,    180.02,    631.00,    243.44,   1369.25,    101.19,    441.12,    363.91,     96.84
196611,    112.70,    391.03,    185.09,    683.92,    244.12,   1495.15,    100.51,    462.24,    399.07,    100.16
196612,    115.54,    372.90,    189.32,    669.72,    271.63,   1440.62,    101.10,    491.44,    391.78,    108.39
196701,    115.48,    365.23,    191.87,    665.13,    272.46,   1480.88,     96.82,    490.50,    398.73,    110.99
196702,    126.66,    409.14,    213.80,    687.22,    300.21,   1573.10,    107.95,    521.38,    408.98,    124.34
196703,    128.62,    402.28,    215.62,    688.59,    321.41,   1594.85,    111.93,    526.81,    400.35,    123.60
196704,    134.70,    418.72,    227.94,    712.95,    341.49,   1638.91,    114.45,    567.68,    405.19,    129.16
196705,    141.46,    467.46,    236.85,    730.48,    369.04,   1696.53,    125.29,    592.66,    411.77,    131.67
196706,    137.11,    436.95,    227.98,    706.54,    351.95,   1587.79,    118.97,    559.30,    393.00,    129.31
196707,    139.57,    415.74,    225.81,    716.83,    357.17,   1611.72,    120.69,    585.80,    384.36,    135.32
196708,    148.00,    463.51,    237.86,    773.20,    371.11,   1504.96,    127.67,    607.64,    392.28,    146.49
196709,    146.70,    465.28,    238.06,    755.64,    368.14,   1473.84,    127.13,    609.58,    387.97,    145.23
196710,    151.76,    487.82,    246.18,    782.28,    400.72,   1606.78,    130.44,    626.82,    386.39,    145.17
196711,    148.07,    469.77,    235.71,    773.24,    419.91,   1617.88,    131.60,    595.03,    364.32,    137.72
196712,    148.05,    462.69,    237.48,    777.76,    427.48,   1604.35,    132.77,    615.73,    374.09,    136.30
196801,    152.81,    466.07,    252.32,    807.84,    438.68,   1674.68,    137.80,    633.81,    388.63,    143.91
196802,    151.74,    445.16,    236.49,    798.02,    402.45,   1719.76,    139.58,    591.74,    388.02,    140.00
196803,    148.18,    431.47,    225.73,    772.39,    383.34,   1662.72,    138.43,    564.69,    380.55,    134.81
196804,    148.83,    433.61,    227.60,    781.10,    398.99,   1640.51,    142.96,    564.65,    358.71,    135.34
196805,    166.25,    489.08,    253.06,    823.98,    448.33,   1676.87,    160.38,    631.40,    366.04,    151.57
196806,    176.30,    483.32,    262.23,    861.10,    467.22,   1648.75,    166.89,    650.42,    366.06,    161.29
196807,    175.55,    459.68,    257.53,    874.51,    419.82,   1538.98,    163.81,    624.95,    393.25,    168.68
196808,    168.84,    445.94,    246.94,    918.86,    396.28,   1535.98,    155.35,    599.06,    392.70,    162.52
196809,    173.20,    448.34,    254.70,    924.87,    399.51,   1539.82,    158.37,    600.71,    387.58,    162.14
196810,    181.54,    482.19,    268.01,    957.35,    412.77,   1583.61,    172.00,    605.68,    387.31,    176.78
196811,    182.93,    507.10,    271.00,    978.45,    393.84,   1633.73,    174.38,    605.03,    387.85,    178.85
196812,    190.76,    500.65,    287.92,   1037.72,    427.43,   1707.80,    182.67,    651.93,    420.15,    192.65
196901,    188.40,    480.90,    278.57,   1010.51,    404.18,   1591.17,    178.57,    644.27,    406.76,    186.28
196902,    186.56,    475.62,    279.16,    997.78,    387.29,   1610.22,    176.43,    642.37,    415.41,    187.68
196903,    173.67,    459.79,    262.19,    938.89,    374.31,   1541.77,    169.43,    607.37,    391.95,    172.63
196904,    176.39,    482.57,    268.59,   1004.88,    396.56,   1585.91,    177.94,    626.99,    385.53,    174.12
196905,    178.01,    488.18,    272.11,    999.66,    411.88,   1708.57,    185.22,    657.60,    389.35,    175.07
196906,    180.19,    489.49,    269.09,   1027.01,    403.96,   1712.20,    185.74,    666.52,    387.65,    173.27
196907,    161.28,    427.06,    242.85,    926.66,    373.31,   1552.99,    166.33,    598.53,    358.74,    179.62
196908,    149.86,    398.44,    229.42,    835.94,    355.83,   1483.21,    151.88,    581.72,    346.78,    163.30
196909,    157.32,    407.91,    238.11,    884.95,    379.87,   1492.70,    164.29,    633.26,    340.62,    177.21
196910,    157.21,    405.67,    233.09,    799.12,    382.25,   1431.40,    163.13,    646.52,    325.14,    175.53
196911,    170.10,    423.46,    248.79,    802.31,    405.85,   1481.47,    173.79,    704.04,    350.69,    189.66
196912,    166.12,    403.54,    239.18,    761.68,    401.02,   1484.68,    167.01,    704.46,    330.57,    178.62
197001,    162.47,    389.04,    236.25,    738.02,    397.80,   1399.33,    162.98,    733.90,    327.06,    171.51
197002,    155.78,    356.38,    219.11,    651.03,    361.71,   1363.55,    153.09,    681.33,    312.04,    156.22
197003,    162.56,    374.66,    228.57,    680.74,    371.27,   1457.66,    160.72,    717.10,    336.32,    170.61
197004,    160.70,    392.69,    227.72,    677.08,    365.11,   1487.36,    157.77,    679.99,    344.62,    167.86
197005,    144.13,    360.51,    208.17,    614.38,    312.70,   1356.59,    140.42,    610.96,    315.63,    144.66
197006,    133.65,    335.51,    190.99,    630.05,    282.18,   1291.29,    127.46,    561.58,    296.89,    132.72
197007,    125.49,    300.97,    178.49,    581.01,    251.12,   1144.28,    116.80,    527.78,    282.42,    121.85
197008,    133.63,    333.73,    187.58,    653.05,    257.75,   1261.79,    128.64,    538.78,    305.85,    131.89
197009,    135.17,    358.99,    195.01,    690.53,    280.77,   1323.57,    134.94,    546.64,    318.17,    138.40
197010,    142.36,    368.46,    203.04,    719.13,    309.09,   1307.85,    145.53,    589.82,    315.11,    148.53
197011,    143.06,    362.93,    196.55,    737.06,    298.88,   1258.81,    143.41,    594.20,    311.28,    139.84
197012,    148.76,    385.34,    204.48,    775.56,    312.25,   1320.73,    153.79,    609.94,    338.55,    144.94
197101,    160.47,    408.91,    220.89,    793.02,    325.89,   1407.84,    162.82,    643.78,    361.37,    156.81
197102,    168.71,    423.76,    234.34,    800.89,    343.58,   1545.16,    176.66,    675.24,    370.81,    169.19
197103,    175.01,    430.82,    236.18,    841.55,    353.79,   1448.59,    182.97,    681.89,    359.51,    173.53
197104,    182.94,    445.19,    246.82,    863.68,    385.90,   1455.40,    195.84,    706.35,    366.45,    183.37
197105,    187.40,    482.69,    258.85,    899.95,    399.04,   1520.83,    205.40,    735.84,    352.23,    192.21
197106,    181.60,    459.30,    252.87,    851.43,    377.37,   1426.44,    200.99,    718.20,    337.28,    179.90
197107,    180.89,    448.04,    250.28,    839.21,    363.85,   1328.67,    193.48,    729.59,    354.58,    170.75
197108,    177.26,    423.76,    237.74,    820.07,    332.53,   1279.68,    186.37,    713.60,    345.72,    164.28
197109,    182.29,    466.04,    252.14,    804.24,    353.51,   1260.79,    197.49,    733.75,    335.53,    175.27
197110,    181.73,    465.17,    251.23,    790.17,    347.77,   1262.46,    198.69,    738.18,    329.19,    174.15
197111,    173.66,    444.17,    236.28,    752.71,    332.54,   1239.34,    191.72,    719.51,    336.77,    166.63
197112,    172.40,    442.49,    233.48,    748.51,    338.74,   1230.30,    191.65,    722.57,    330.77,    165.44
197201,    190.75,    469.34,    258.38,    813.97,    378.56,   1319.88,    211.23,    778.20,    356.19,    178.63
197202,    195.26,    484.66,    266.73,    814.18,    410.40,   1333.17,    211.56,    797.99,    353.72,    184.81
197203,    204.51,    488.27,    279.27,    828.84,    419.03,   1322.46,    222.94,    852.88,    342.85,    189.22
197204,    204.91,    508.60,    286.44,    788.23,    425.57,   1314.37,    227.29,    856.42,    340.92,    194.30
197205,    208.64,    505.02,    291.97,    790.28,    428.70,   1300.38,    225.73,    865.66,    330.16,    197.93
197206,    208.90,    495.92,    297.52,    811.56,    445.52,   1301.98,    229.40,    895.43,    327.35,    197.44
197207,    199.47,    467.49,    288.58,    773.38,    428.40,   1286.14,    212.50,    794.18,    329.59,    188.02
197208,    196.36,    460.91,    289.86,    763.92,    432.44,   1295.62,    207.78,    818.40,    328.43,    183.09
197209,    195.64,    475.75,    295.83,    852.66,    443.53,   1347.38,    207.06,    825.26,    345.82,    189.19
197210,    190.69,    473.34,    292.49,    850.40,    438.14,   1401.27,    206.47,    821.35,    344.98,    185.84
197211,    190.58,    461.57,    295.88,    874.91,    427.92,   1433.10,    208.12,    833.34,    366.80,    188.26
197212,    203.08,    494.44,    308.29,    923.68,    437.34,   1517.85,    220.69,    826.98,    388.06,    197.46
197301,    204.83,    506.47,    310.92,    932.67,    448.09,   1536.93,    226.19,    857.46,    382.09,    195.87
197302,    196.56,    471.97,    299.95,    976.63,    458.01,   1504.38,    216.29,    847.03,    364.45,    181.39
197303,    187.93,    440.65,    292.87,    908.05,    442.78,   1419.74,    201.95,    839.13,    354.87,    170.61
197304,    185.53,    431.03,    291.35,    935.87,    439.35,   1423.07,    190.91,    845.32,    345.92,    170.02
197305,    175.19,    408.45,    279.00,    933.29,    413.76,   1435.36,    175.89,    798.40,    342.54,    157.20
197306,    170.97,    387.63,    274.59,    894.74,    403.75,   1406.64,    172.24,    805.34,    341.38,    149.02
197307,    107.80,    248.89,    183.99,    594.54,    186.49,    954.83,     92.22,    429.72,    277.88,     74.37
197308,    116.88,    268.81,    196.79,    602.51,    197.10,    951.88,    103.11,    459.08,    270.12,     81.87
197309,    113.22,    256.55,    193.48,    576.09,    190.52,    903.21,     98.78,    435.57,    262.44,     80.25
197310,    119.73,    277.55,    202.80,    629.20,    186.84,    970.59,    107.22,    439.00,    282.15,     86.33
197311,    117.67,    270.43,    205.28,    667.72,    197.60,    916.78,    104.14,    446.85,    271.10,     86.56
197312,    102.23,    222.47,    175.56,    628.44,    176.28,    837.87,     85.24,    420.45,    237.74,     75.63
197401,    100.78,    214.92,    177.99,    681.98,    169.35,    873.12,     84.62,    407.28,    244.59,     77.73
197402,    103.17,    228.96,    178.74,    628.77,    172.72,    890.64,     90.55,    396.83,    254.42,     78.70
197403,    103.03,    224.60,    177.73,    619.20,    173.06,    941.60,     91.28,    390.84,    253.20,     79.72
197404,    101.46,    225.22,    176.38,    605.58,    169.40,    895.30,     88.45,    398.35,    242.83,     76.81
197405,     98.60,    216.61,    173.24,    566.23,    164.38,    847.78,     87.23,    398.41,    212.91,     72.15
197406,     96.14,    219.19,    169.39,    519.14,    157.72,    823.33,     88.48,    396.62,    200.52,     66.31
197407,     96.55,    219.88,    170.29,    484.96,    153.89,    835.96,     87.47,    382.62,    195.67,     64.37
197408,     87.09,    196.56,    158.13,    486.20,    142.88,    772.21,     76.35,    331.13,    195.96,     60.29
197409,     78.51,    184.30,    141.19,    440.04,    135.81,    776.81,     66.46,    302.76,    176.91,     53.89
197410,     68.90,    163.66,    123.61,    405.09,    113.91,    745.34,     58.78,    255.61,    173.15,     48.73
197411,     79.82,    171.67,    143.55,    490.00,    131.44,    826.23,     64.81,    330.85,    196.21,     58.73
197412,     76.54,    162.61,    134.31,    479.14,    125.02,    788.61,     60.84,    325.54,    193.88,     57.22
197501,     76.35,    155.68,    128.35,    485.30,    118.81,    797.54,     59.33,    321.56,    190.77,     54.73
197502,     90.80,    188.31,    146.90,    516.24,    137.57,    886.09,     74.53,    321.85,    225.52,     64.47
197503,     94.50,    195.15,    158.36,    525.82,    155.67,    919.75,     78.25,    372.03,    225.48,     66.23
197504,    100.98,    209.07,    166.67,    513.65,    157.07,    908.48,     86.45,    376.44,    222.13,     68.94
197505,    103.97,    217.74,    182.19,    548.80,    166.10,    899.86,     88.55,    378.95,    217.27,     71.16
197506,    109.35,    224.41,    187.03,    610.61,    176.47,    941.97,     92.67,    411.87,    233.53,     75.25
197507,    116.71,    244.53,    191.35,    600.70,    179.92,    961.26,     99.94,    380.12,    267.57,     79.29
197508,    110.72,    241.80,    180.69,    573.22,    163.80,    920.71,     92.36,    334.18,    253.33,     74.42
197509,    106.80,    232.00,    178.39,    564.51,    158.30,    875.40,     92.13,    323.54,    247.77,     70.45
197510,    103.94,    225.49,    168.16,    557.43,    156.82,    861.00,     88.95,    306.65,    244.52,     65.99
197511,    115.13,    244.99,    177.55,    550.03,    170.37,    919.65,     98.32,    339.07,    258.89,     68.53
197512,    120.16,    251.95,    182.54,    537.59,    178.33,    969.92,    102.70,    360.38,    264.88,     70.95
197601,    118.23,    250.30,    180.28,    546.64,    176.37,    965.35,    100.05,    337.19,    266.75,     70.65
197602,    131.46,    288.93,    211.28,    593.29,    208.64,   1057.02,    109.20,    363.31,    287.73,     79.68
197603,    130.94,    300.94,    214.55,    569.90,    210.67,   1080.74,    114.50,    338.14,    275.45,     82.08
197604,    131.99,    313.06,    216.28,    610.95,    219.11,   1083.45,    118.79,    362.58,    277.42,     83.65
197605,    129.84,    318.58,    214.09,    633.42,    212.17,   1102.05,    113.35,    346.82,    277.76,     82.48
197606,    126.87,    306.06,    211.33,    661.54,    212.72,   1055.56,    106.84,    335.60,    271.62,     80.87
197607,    129.06,    314.40,    211.88,    634.08,    221.37,   1111.36,    101.68,    335.78,    300.93,     83.06
197608,    131.50,    313.63,    209.08,    628.96,    216.43,   1125.06,    100.00,    334.35,    307.82,     83.12
197609,    130.53,    307.06,    205.33,    618.14,    215.01,   1163.69,    103.02,    339.84,    314.07,     82.14
197610,    132.38,    322.11,    207.71,    661.56,    221.03,   1178.95,    103.26,    352.07,    325.23,     82.78
197611,    130.28,    317.75,    200.61,    647.04,    212.09,   1193.78,    102.23,    340.93,    320.85,     82.32
197612,    131.74,    311.20,    199.58,    650.93,    215.70,   1216.44,    106.87,    314.19,    328.49,     82.64
197701,    139.12,    346.13,    211.23,    698.84,    225.85,   1255.02,    109.20,    335.97,    348.04,     89.52
197702,    133.70,    333.02,    198.84,    698.25,    218.05,   1256.16,    101.57,    308.23,    349.34,     85.81
197703,    131.62,    319.16,    196.96,    678.96,    215.20,   1251.61,     99.89,    308.42,    334.66,     84.13
197704,    129.55,    309.41,    197.07,    664.52,    215.44,   1235.50,     97.01,    304.74,    333.30,     83.83
197705,    130.80,    318.64,    199.24,    692.79,    208.35,   1243.62,     93.65,    292.90,    338.07,     85.59
197706,    129.76,    314.78,    193.64,    682.98,    203.83,   1245.00,     90.79,    287.51,    342.77,     84.42
197707,    135.23,    330.76,    199.79,    653.33,    204.69,   1222.11,     93.10,    286.41,    382.54,     85.96
197708,    137.79,    325.37,    192.75,    650.45,    205.86,   1211.49,     93.45,    281.92,    384.13,     85.83
197709,    137.80,    321.90,    190.11,    607.49,    206.48,   1168.23,     97.52,    290.70,    368.59,     84.85
197710,    138.76,    326.13,    189.09,    611.86,    203.54,   1205.36,     97.26,    289.74,    373.92,     84.15
197711,    134.14,    310.93,    180.61,    595.02,    197.96,   1144.25,     93.98,    286.49,    360.47,     80.30
197712,    140.11,    309.82,    188.39,    609.39,    208.44,   1153.56,     99.49,    306.21,    372.53,     85.16
197801,    140.03,    311.87,    190.80,    620.27,    215.87,   1174.87,     98.65,    311.09,    369.25,     85.82
197802,    133.46,    289.81,    179.69,    575.98,    206.17,   1125.88,     91.96,    305.00,    350.59,     81.44
197803,    133.68,    288.31,    174.82,    563.90,    197.91,   1155.18,     91.10,    293.91,    346.18,     81.09
197804,    139.75,    304.98,    181.08,    581.67,    197.27,   1208.74,     93.57,    307.75,    352.70,     85.22
197805,    150.61,    333.77,    202.44,    629.71,    224.48,   1244.34,    103.77,    338.27,    351.52,     93.30
197806,    156.04,    330.68,    213.00,    634.09,    227.59,   1221.71,    105.43,    361.45,    350.88,     95.61
197807,    157.81,    313.11,    205.25,    589.53,    216.58,   1254.70,    101.59,    355.70,    373.90,     91.86
197808,    163.25,    332.45,    220.86,    618.34,    236.27,   1272.50,    106.81,    386.70,    385.64,     97.95
197809,    169.98,    339.39,    228.84,    643.43,    249.48,   1329.28,    112.96,    392.74,    383.77,    104.24
197810,    169.66,    338.80,    224.25,    677.31,    239.03,   1341.42,    110.64,    381.78,    380.43,    102.98
197811,    149.72,    300.16,    198.91,    602.11,    213.33,   1306.95,     95.48,    332.29,    350.97,     88.09
197812,    152.41,    298.13,    203.85,    638.22,    224.75,   1326.77,     97.85,    349.49,    358.47,     90.29
197901,    154.74,    298.38,    207.27,    659.90,    239.35,   1323.60,     97.33,    360.98,    351.37,     91.23
197902,    160.29,    314.03,    220.38,    687.07,    250.16,   1371.63,    102.79,    368.18,    371.61,     96.50
197903,    154.16,    299.25,    209.65,    685.06,    241.30,   1341.92,     97.68,    352.19,    362.25,     93.20
197904,    160.64,    320.20,    224.79,    752.62,    262.06,   1339.42,    103.31,    371.25,    368.24,    100.65
197905,    161.08,    328.88,    223.47,    787.60,    263.21,   1343.34,    103.77,    375.11,    356.38,    102.10
197906,    158.62,    325.20,    218.11,    765.57,    256.55,   1353.16,    101.09,    368.60,    357.48,    101.77
197907,    162.22,    331.36,    219.26,    749.50,    236.24,   1260.48,    103.06,    354.47,    396.10,    106.02
197908,    166.80,    337.24,    224.78,    763.90,    232.51,   1287.95,    104.41,    357.30,    402.81,    109.51
197909,    179.11,    352.33,    240.14,    818.62,    245.43,   1285.43,    113.37,    391.18,    407.10,    115.51
197910,    175.38,    350.22,    238.31,    873.94,    241.39,   1251.92,    112.59,    388.95,    396.19,    114.49
197911,    162.28,    320.14,    217.32,    852.02,    224.51,   1212.00,    102.61,    371.43,    370.24,    102.90
197912,    170.35,    311.59,    226.51,    929.42,    240.64,   1239.63,    106.38,    404.93,    395.37,    109.97
198001,    177.29,    322.05,    237.28,    953.24,    245.72,   1215.77,    109.96,    412.78,    388.91,    114.30
198002,    183.33,    354.92,    253.61,   1085.57,    264.59,   1190.64,    111.13,    410.11,    392.82,    119.80
198003,    173.94,    328.29,    245.30,   1221.40,    253.31,   1178.84,    105.59,    388.47,    375.52,    115.99
198004,    157.63,    299.35,    217.08,   1007.68,    221.39,   1170.82,     97.10,    384.03,    347.75,    101.39
198005,    168.19,    294.57,    224.00,   1079.21,    223.32,   1288.05,    100.41,    405.53,    388.83,    107.50
198006,    180.85,    303.95,    237.28,   1115.13,    234.54,   1362.81,    109.81,    431.22,    402.60,    116.09
198007,    185.83,    300.20,    235.72,    935.21,    221.30,   1249.63,    108.70,    379.47,    448.84,    115.06
198008,    198.91,    337.24,    261.56,    951.64,    257.57,   1262.13,    119.84,    414.81,    447.84,    123.37
198009,    200.37,    344.30,    264.79,    985.84,    267.07,   1319.79,    121.73,    419.27,    438.80,    126.58
198010,    200.40,    346.32,    271.80,   1055.76,    272.61,   1293.77,    123.79,    433.97,    436.12,    130.85
198011,    200.89,    339.77,    272.98,   1140.25,    279.51,   1251.63,    121.47,    430.65,    441.87,    131.62
198012,    202.26,    353.99,    295.50,   1414.86,    306.20,   1182.30,    126.23,    466.51,    473.41,    141.56
198101,    205.45,    350.72,    289.18,   1259.97,    304.33,   1189.64,    125.33,    490.48,    461.23,    140.41
198102,    210.28,    347.12,    284.04,   1139.38,    280.31,   1255.19,    125.83,    486.09,    446.26,    136.58
198103,    215.60,    368.04,    296.63,   1126.21,    280.47,   1321.22,    128.55,    488.47,    436.05,    138.52
198104,    231.35,    397.03,    314.26,   1102.85,    294.86,   1334.01,    144.84,    523.92,    445.15,    148.56
198105,    233.73,    406.51,    311.46,   1023.32,    295.18,   1416.54,    148.75,    543.09,    431.21,    149.56
198106,    239.42,    415.96,    308.27,    976.42,    307.22,   1490.92,    154.39,    559.30,    435.18,    152.46
198107,    229.78,    361.75,    292.48,    693.77,    240.61,   1201.12,    149.48,    442.80,    473.46,    142.79
198108,    227.55,    350.60,    285.08,    749.55,    231.41,   1216.76,    144.99,    425.04,    486.39,    137.72
198109,    215.29,    322.77,    263.74,    695.83,    213.94,   1183.20,    137.62,    391.97,    477.65,    128.20
198110,    210.49,    313.74,    245.43,    589.35,    205.99,   1215.70,    133.09,    389.03,    446.85,    120.98
198111,    226.63,    302.17,    254.37,    645.50,    217.12,   1337.33,    142.79,    419.32,    465.51,    129.75
198112,    232.11,    313.93,    264.41,    686.63,    219.62,   1349.36,    144.43,    437.62,    488.06,    136.20
198201,    227.03,    314.82,    260.32,    642.67,    220.32,   1327.63,    141.40,    433.74,    472.70,    130.66
