ret_eq_sanscont;ret_mcap_sanscont;ret_eq_aveccont;ret_mcap_aveccont
0,011477116;0,01047846;0,003986435;0,007599855
0,039120511;0,040409612;0,038532505;0,041760968
0,022074544;0,023297456;0,018134973;0,019561394
0,046370346;0,048415443;0,045854409;0,048840686
0,040240682;0,03966518;0,043320329;0,044274814
0,041937688;0,045068496;0,020647055;0,024132087
0,039542062;0,043063216;0,035467575;0,039583541
0,014702578;0,014679409;0,025862763;0,029158114
0,038018527;0,037462819;0,039825579;0,041427897
0,005137154;0,005137156;0,000340782;0,000574609
0,02675594;0,027100567;0,022947014;0,023506148
0,00330095;0,000372757;0,001381726;-0,00402788
0,02743351;0,027437513;0,031248643;0,033885675
0,01667599;0,016675989;0,008439726;0,009900711
-0,006009832;-0,006009832;-0,012287783;-0,014952594
0,022666699;0,022648557;0,014154029;0,014353992
0,02171977;0,022162655;0,013650491;0,013775597
-0,01066956;-0,013379901;-0,003783945;-0,004995673
-0,060371576;-0,060792876;-0,041998511;-0,042650181
0,038629329;0,039657607;0,016362365;0,017670469
0,062194406;0,064888583;0,055631403;0,061881
0,018815704;0,018142694;0,02779502;0,030222742
0,081548199;0,086219008;0,069809534;0,076203355
-0,015310995;-0,015469499;-0,00270146;-0,003562082
0,062484108;0,062484115;0,056416607;0,063123713
-0,014291479;-0,014291267;-0,004051512;-0,00403024
-0,040999847;-0,04099985;-0,042731172;-0,047925376
0,039981408;0,040586568;0,04810336;0,056101384
0,072940834;0,072940794;0,059977515;0,062951852
0,038934178;0,038934178;0,029614125;0,031252511
0,085841051;0,085841051;0,072625525;0,081278637
-0,03799775;-0,03799775;-0,046701301;-0,0546169
0,052485371;0,052485372;0,040399034;0,040906452
-0,046417845;-0,046417843;-0,037685781;-0,045620744
0,00760131;0,007601175;0,004125764;0,002770841
0,007738083;0,007738083;0,006389746;0,004388152
-0,004551635;-0,004551636;-0,003739329;-0,002685163
0,061520026;0,061520029;0,040536364;0,042825498
0,043427106;0,041839807;0,036120518;0,034852086
0,019724429;0,020275826;0,016124456;0,020383747
-0,031059848;-0,03125426;-0,033002108;-0,041513344
0,04527766;0,045277672;0,029801851;0,032977796
-0,022063704;-0,02007062;-0,00661977;-0,005055663
-0,137458182;-0,141416029;-0,158186496;-0,177882731
0,100117055;0,102738944;0,095012517;0,097026011
0,055109514;0,061820428;0,05222915;0,058646291
0,0581747;0,065294793;0,052733662;0,060747893
0,051030211;0,056925723;0,048686151;0,055520289
0,020577766;0,032053169;0,018804384;0,028845507
-0,038881452;-0,043093031;-0,035574075;-0,038809717
0,031497155;0,032247785;0,030016676;0,035879631
0,023258216;0,012267935;0,018153202;0,009723152
-0,008865144;-0,012375018;-0,008908253;-0,012344076
0,03453524;0,046130011;0,035119483;0,049142463
-0,02108144;-0,022380672;-0,018226367;-0,021706306
0,001266036;0,00599528;0,000433407;0,00106083
-0,027891776;-0,025541684;-0,028806726;-0,0253672
0,055008873;0,059147037;0,050448086;0,059364886
0,024504395;0,040847035;0,021825574;0,037052087
0,039774588;0,057406881;0,046704404;0,07082194
-0,011806683;-0,016318116;-0,01567489;-0,025370395
-0,007662964;0,027813568;-0,01113086;0,023611894
0,062893122;0,052551044;0,059937093;0,054748779
-0,021330856;-0,049498057;-0,017253991;-0,046527056
-0,02776984;-0,048097102;-0,037200687;-0,058115281
0,037871754;0,066724345;0,03257396;0,064429133
-0,033780738;-0,04230187;-0,032718079;-0,041403178
0,072645248;0,085600327;0,083012174;0,106999864
0,004763298;-0,030621372;0,004657058;-0,024317671
-0,019235842;-0,028605533;-0,026227438;-0,04569801
-0,044613066;-0,082200544;-0,045286947;-0,080859515
0,036514599;0,015493983;0,041272648;0,028110725
-0,010977039;0,011884078;-0,015984303;-0,003412258
-0,048713998;-0,074384601;-0,048838827;-0,080474291
-0,044256044;-0,062311702;-0,047541013;-0,068689126
0,072698279;0,082836973;0,077873755;0,091235376
0,005236397;0,00813241;0,005254707;0,009466955
-0,034069258;-0,022076632;-0,039645771;-0,033613493
-0,006150336;-0,015182963;-0,004152767;-0,013027412
-0,05259809;-0,059029797;-0,060873734;-0,07215985
-0,075621094;-0,083566875;-0,082194745;-0,093205257
0,016687352;0,026739354;0,018274054;0,028117628
0,057200003;0,071006304;0,05890891;0,071473955
0,018710169;0,01364616;0,020756173;0,018486762
-0,00834831;-0,008407672;-0,009396594;-0,012917143
-0,010555282;-0,025414828;-0,008672095;-0,027019786
0,043531634;0,039260839;0,047725122;0,046862235
-0,036239301;-0,047384953;-0,037271274;-0,050570799
-0,026468386;-0,024454995;-0,026724913;-0,027664942
-0,064677717;-0,068925798;-0,07397089;-0,07878595
-0,100517343;-0,09247584;-0,109154267;-0,100874808
0,013921645;0,01120693;0,014625418;0,013140454
-0,092851828;-0,094620923;-0,09899356;-0,104312019
0,049546806;0,064075978;0,04566937;0,059778386
0,038104452;0,041813298;0,039975748;0,038799757
-0,045598597;-0,053569104;-0,04406863;-0,05408432
-0,029205908;-0,028337381;-0,031570862;-0,028381986
-0,007855429;-0,007448073;-0,008100534;-0,004046477
0,015640114;0,016168156;0,014349398;0,015708113
0,055687816;0,059725769;0,058257014;0,062578154
0,059065712;0,05515274;0,061554683;0,059701966
0,015355279;0,015910682;0,01587384;0,015421845
0,011730587;0,019604133;0,014317226;0,024825357
0,037578064;0,03521487;0,038886291;0,031398143
-0,021740354;-0,020280166;-0,015495172;-0,011934461
0,06065265;0,064232671;0,057917405;0,063938117
0,015702203;0,01534522;0,017743172;0,017150237
0,054381524;0,053580096;0,046546344;0,033720905
0,008513217;0,014361287;0,010820027;0,018578328
0,023662748;0,01787093;0,025230166;0,022201331
-0,00799318;-0,009738194;-0,008416518;-0,011005324
-0,000511098;-0,00829204;-0,001385492;-0,012347575
0,003232037;0,010111791;0,006483684;0,015869396
0,032638626;0,030353787;0,028604363;0,024894551
-0,033128115;-0,036970037;-0,040218297;-0,047696934
0,000506814;0,002870545;-0,006061844;-0,006423926
0,024446591;0,021288485;0,024611355;0,022760178
0,004344688;0,008919552;0,002936581;0,004535821
0,056542379;0,056347804;0,053578214;0,053046081
0,027527346;0,02890077;0,029979862;0,033094051
-0,015308026;-0,01797258;-0,019716436;-0,024233338
0,040795728;0,031545554;0,041998616;0,034603215
-0,025327616;-0,021054524;-0,027843206;-0,027056616
-0,036794858;-0,030916765;-0,038017653;-0,033425655
0,034970244;0,034142468;0,038939745;0,039745262
0,010730735;0,007348317;0,011406294;0,006814094
0,040855312;0,039895496;0,041930247;0,041027889
-0,003696622;-0,006802457;-0,003408235;-0,006142825
0,013313958;0,015807496;0,014507477;0,017538848
-0,027449673;-0,020316059;-0,021790281;-0,009473538
0,033426892;0,039931609;0,036025853;0,045822703
0,00207199;0,002153187;-0,001366702;-0,001544775
0,048764528;0,045287523;0,044984636;0,038646511
-0,010754773;-0,007612378;-0,014531996;-0,013372408
0,026528739;0,025928615;0,028145211;0,031130862
0,030781028;0,030251111;0,025229065;0,025209014
-0,028181989;-0,032662386;-0,035558326;-0,047340628
0,001989871;0,000244259;-0,001085365;-0,0076847
-0,005001053;-0,009878392;-0,003780346;-0,011736398
0,010149821;0,011505017;0,012575402;0,015131593
0,008707887;0,013187157;0,010090632;0,014582481
0,039344639;0,038017127;0,038376919;0,034823908
0,034691542;0,032065134;0,035169044;0,034505397
0,012019763;0,015242436;0,014857486;0,018337463
0,012010076;0,011264493;0,012833267;0,012142432
-0,009012189;-0,015502641;-0,007951358;-0,013288426
0,02027136;0,014391053;0,023304687;0,018798416
0,041165993;0,039919422;0,0363329;0,035073802
0,042974668;0,042539501;0,046918267;0,046688745
-0,017978741;-0,01761174;-0,025404982;-0,027763458
-0,026127541;-0,030098843;-0,018270707;-0,018391814
0,008808308;0,009853191;0,010633438;0,013105565
0,047818223;0,046298304;0,046948248;0,048774022
0,034903195;0,034184189;0,029688962;0,029509204
-0,025917266;-0,030788803;-0,026097672;-0,030274373
0,00950335;0,007654498;0,005419916;0,003022073
-0,070198677;-0,071580301;-0,064568762;-0,06383566
-0,009417862;-0,013349337;-0,010850022;-0,015163406
0,003488154;0,00388077;0,005273361;0,005199417
0,05418144;0,052580991;0,049138871;0,049283675
0,033681688;0,032369769;0,027030853;0,022924247
-0,04666607;-0,052696702;-0,046488864;-0,050074557
-0,040694168;-0,034143441;-0,02889555;-0,023232876
0,01092298;0,012655263;0,015942807;0,013470453
-0,097946848;-0,100098729;-0,106911389;-0,106863317
-0,146345225;-0,153455308;-0,157087918;-0,155421001
-0,046267104;-0,051610493;-0,060794616;-0,073004598
0,002225544;0,008532578;0,015339693;0,017564398
-0,046690244;-0,049799033;-0,056506351;-0,063704724
-0,093400689;-0,093912062;-0,097737029;-0,098287365
0,064067745;0,066436554;0,074397027;0,078725819
0,073141159;0,07279055;0,032869336;0,013384355
0,043449237;0,042626511;0,043604681;0,05300556
-0,007916897;-0,008723211;-0,0093811;-0,013904223
0,071885682;0,072559263;0,087161907;0,082849408
0,018022261;0,018208954;0,013595267;0,021532343
0,041264435;0,042427733;0,048789201;0,049896759
-0,006908049;-0,006263912;-0,002675747;-0,007310589
0,047564199;0,047759932;0,059779488;0,057632287
0,02295483;0,022356122;0,032244927;0,028500433
-0,033573916;-0,034618808;-0,034581029;-0,037326011
0,031337367;0,032740897;0,040736781;0,041792863
0,055396432;0,056751981;0,061692718;0,0634503
0,013387534;0,012311752;0,018035945;0,014015072
-0,070641127;-0,070197511;-0,07440987;-0,077509923
-0,052051768;-0,052856885;-0,059171754;-0,063318413
0,082266969;0,082193591;0,088960983;0,083480342
-0,032452036;-0,035343258;-0,027331011;-0,034516802
0,078809834;0,08491029;0,102687142;0,106924738
0,045646531;0,045913885;0,051606365;0,049704424
0,008210055;0,006824128;0,02302673;0,017969345
0,05681338;0,055393641;0,046176093;0,051141192
0,000266628;0,003883995;-0,006754106;-0,00134124
0,042781855;0,040680775;0,045973959;0,046259796
0,021509472;0,01825005;0,031471019;0,025080071
0,035791738;0,035808667;0,051228357;0,048021375
-0,001135792;-0,003027537;0,006776059;0,00234511
-0,013522761;-0,013043889;-0,00954679;-0,01210641
-0,012364847;-0,013015801;-0,02040522;-0,016528041
-0,036555604;-0,038314334;-0,030267032;-0,03525633
-0,066913242;-0,066715328;-0,068652599;-0,070852617
0,097828405;0,100015145;0,113436386;0,11424916
0,008875717;0,007919123;0,016211549;0,017823029
0,006320095;0,005045781;0,005096303;0,001960365
0,031484405;0,035203475;0,035133807;0,040944568
0,044362799;0,044805334;0,043083412;0,044977902
0,029792338;0,031455198;0,026539405;0,033086278
-0,00423356;-0,002959322;0,000437988;-0,00031123
-0,050278024;-0,051378373;-0,051021713;-0,059529209
0,026587496;0,025812465;0,018832468;0,025231121
0,009933496;0,008533888;0,021425079;0,014692426
0,018477694;0,023235708;0,016245424;0,022175269
0,017237006;0,015485891;0,02181932;0,021377176
-0,015996538;-0,021317046;-0,014191647;-0,023433797
0,017162159;0,017451316;0,022586756;0,023154229
-0,002622526;-0,000762357;-0,006021208;-0,006697862
0,054738838;0,056112793;0,066235375;0,067711146
0,016769099;0,014374027;0,017289937;0,017097686
0,050226136;0,048305671;0,06078167;0,057934383
0,031760625;0,028715824;0,040475944;0,033500527
0,006805815;0,015395389;0,005026375;0,014576765
-0,000516118;-0,003305811;0,000321143;-0,004170617
0,051313519;0,057644043;0,060364791;0,060544274
-0,035234417;-0,03258758;-0,038326493;-0,0375487
0,037703454;0,040597475;0,042219086;0,043092628
0,045684935;0,042863471;0,048815358;0,050492908
0,020940143;0,024455557;0,019468299;0,027850775
0,015793839;0,018424319;0,017380576;0,020878986
-0,044214192;-0,033876848;-0,045950352;-0,047152939
0,047337612;0,050753818;0,058116051;0,057117581
-0,000585628;-0,004895035;-0,004393293;-0,003830859
0,006919228;0,00241243;0,008020062;0,002021442
0,021405337;0,022881951;0,021673863;0,023585421
0,024345276;0,02194454;0,025937727;0,024560473
-0,027763922;-0,019976278;-0,032174423;-0,027452506
0,037765138;0,037718044;0,043218897;0,044463496
-0,017905476;-0,017361729;-0,031503331;-0,024764257
0,034224381;0,03221789;0,036620562;0,035325188
0,037714384;0,040254216;0,051091197;0,053115627
-0,006803204;-0,008415115;-0,009022724;-0,008738657
-0,011059184;-0,012861391;-0,009531609;-0,014768774
0,050053261;0,058604977;0,054820687;0,061648936
-0,005473415;-0,006272109;-0,008852201;-0,009122343
-2,62E-05;0,000130048;-0,001731461;-0,003061697
0,020242503;0,023265936;0,020038461;0,024638129
-0,012736332;-0,011783458;-0,018631936;-0,016913678
0,028543955;0,029955936;0,032823381;0,038053512
-0,068293555;-0,070413296;-0,072764782;-0,075357666
-0,032731018;-0,035096534;-0,032630689;-0,033250771
0,063565699;0,06776237;0,066961529;0,068941049
-0,00066069;0,003132834;-0,000408676;0,002786594
-0,00887942;-0,006086411;-0,010460371;-0,007455792
-0,046026666;-0,055558635;-0,047250812;-0,055727964
0,003540303;-0,001375313;0,002766803;-0,001534286
0,05700571;0,054970839;0,064767668;0,062011592
-0,000179368;-0,002753675;-0,008878654;-0,014256157
0,011981945;0,016007014;0,015531153;0,021083278
0,01637096;0,011107214;0,017879684;0,010419046
0,034497471;0,038474704;0,037625687;0,043726113
-0,020388754;-0,017174601;-0,021347778;-0,014509742
-0,00186186;-0,001838867;-0,004672277;-0,004594389
-0,028012385;-0,029613091;-0,020200577;-0,017265337
0,010231413;0,012434439;0,028448603;0,032291643
0,030500828;0,029724004;0,035587136;0,033971464
0,017208154;0,017713725;0,03028432;0,033265697
0,030914309;0,032853317;0,039172111;0,045127731
-0,000205983;-0,001081926;-0,000488778;-0,001035813
0,004139702;0,005436718;0,009774838;0,011919678
0,012375928;0,012154745;0,01202026;0,015252353
-0,000481455;-0,000481412;0,011381136;0,014068072
0,017169135;0,017169136;0,021843499;0,023767209
0,007337175;0,007337176;0,015802149;0,021196009
0,010498987;0,010498986;0,000183958;-0,001847469
0,032727599;0,032727596;0,027412861;0,035434123
0,023949504;0,022966691;0,024026092;0,023494132
-0,009905139;-0,010441607;-0,004493511;-0,006560838
0,043294913;0,043412124;0,048798215;0,05785757
-0,027499942;-0,026408325;-0,022702778;-0,010967048
-0,019055735;-0,022226884;-0,015834526;-0,019338853
0,005789037;0,005861682;-0,005936568;-0,009947895
0,032605936;0,044499249;0,028144952;0,034159554
0,005578943;0,003529112;-0,000113264;-0,009177751
0,027801618;0,025525109;0,043182346;0,048509598
0,04788357;0,056009749;0,047118691;0,059515182
-0,003287028;-0,003136642;0,007114184;0,006104989
-0,062099296;-0,068480571;-0,077112823;-0,088252131
0,01195812;0,005722643;0,011301424;0,006510742
-0,081401789;-0,078905427;-0,084933832;-0,082782742
0,078139675;0,081137963;0,076099696;0,077352368
0,033128576;0,036507672;0,034856682;0,036935944
0,022957544;0,028577023;0,02342288;0,026501141
0,043841538;0,047958758;0,04938126;0,058270985
-0,058561538;-0,067094159;-0,044328711;-0,041974114
0,064677083;0,069201463;0,054775421;0,052022525
0,01465097;0,019564135;0,013707506;0,020182322
-0,009204843;-0,009289855;-0,006190499;-0,008601771
0,018693453;0,016244542;0,021069412;0,016892464
0,013402987;0,015099206;0,007798201;0,011211625
0,025183862;0,029093127;0,029323673;0,038810039
0,029229733;0,031179871;0,021116578;0,017217939
